timestamp,power,temperature,occupancy,reconstruction_error,is_anomaly
2024-12-21 03:55:00,932.0,25.58317240969979,0,0.00011630525,False
2024-12-21 04:00:00,932.0,25.583412144268948,0,0.00011629817,False
2024-12-21 04:05:00,932.0,25.58365187867276,0,0.00011629087,False
2024-12-21 04:10:00,932.0,25.58389161290777,0,0.0001162815,False
2024-12-21 04:15:00,932.0,25.58413134697056,0,0.00011627477,False
2024-12-21 04:20:00,932.0,25.584371080857665,0,0.00011626767,False
2024-12-21 04:25:00,932.0,25.584610814565647,0,0.00011625918,False
2024-12-21 04:30:00,932.0,25.58485054809106,0,0.00011625106,False
2024-12-21 04:35:00,932.0,25.58509028143046,0,0.00011624341,False
2024-12-21 04:40:00,932.0,25.5853300145804,0,0.00011623417,False
2024-12-21 04:45:00,932.0,25.58556974753744,0,0.000116226765,False
2024-12-21 04:50:00,932.0,25.58580948029813,0,0.00011621837,False
2024-12-21 04:55:00,932.0,25.586049212859034,0,0.00011621008,False
2024-12-21 05:00:00,932.0,25.586288945216697,0,0.000116202726,False
2024-12-21 05:05:00,932.0,25.586528677262617,0,0.0001161958,False
2024-12-21 05:10:00,932.0,25.586768409308537,0,0.000116187475,False
2024-12-21 05:15:00,932.0,25.587008141035824,0,0.00011617896,False
2024-12-21 05:20:00,932.0,25.587247872546097,0,0.00011617182,False
2024-12-21 05:25:00,932.0,25.58748760383591,0,0.00011616331,False
2024-12-21 05:30:00,932.0,25.587727334901817,0,0.00011615493,False
2024-12-21 05:35:00,932.0,25.58796706574038,0,0.000116145995,False
2024-12-21 05:40:00,932.0,25.588206796348143,0,0.00011613887,False
2024-12-21 05:45:00,932.0,25.588446526721672,0,0.000116130665,False
2024-12-21 05:50:00,932.0,25.58868625685752,0,0.000116121584,False
2024-12-21 05:55:00,932.0,25.58892598675224,0,0.00011611447,False
2024-12-21 06:00:00,932.0,25.589165716402384,0,0.00011610655,False
2024-12-21 06:05:00,932.0,25.58940544580452,0,0.0001160978,False
2024-12-21 06:10:00,932.0,25.589645174955187,0,0.00011608985,False
2024-12-21 06:15:00,932.0,25.58988490385095,0,0.00011608183,False
2024-12-21 06:20:00,932.0,25.590124632488365,0,0.00011607375,False
2024-12-21 06:25:00,932.0,25.590364360863983,0,0.00011606429,False
2024-12-21 06:30:00,932.0,25.590604088840024,0,0.00011605811,False
2024-12-21 06:35:00,932.0,25.59084381681606,0,0.00011604812,False
2024-12-21 06:40:00,932.0,25.591083544385636,0,0.00011604091,False
2024-12-21 06:45:00,932.0,25.591323271679627,0,0.0001160326,False
2024-12-21 06:50:00,932.0,25.59156299869461,0,0.00011602384,False
2024-12-21 06:55:00,932.0,25.59180272542712,0,0.000116015464,False
2024-12-21 07:00:00,932.0,25.59204245187373,0,0.00011600926,False
2024-12-21 07:05:00,932.0,25.59228217803099,0,0.0001159997,False
2024-12-21 07:10:00,932.0,25.59252190389545,0,0.00011599037,False
2024-12-21 07:15:00,932.0,25.59276162946368,0,0.00011598359,False
2024-12-21 07:20:00,932.0,25.593001354732216,0,0.000115974624,False
2024-12-21 07:25:00,932.0,25.593241079697624,0,0.00011596713,False
2024-12-21 07:30:00,932.0,25.59348080435646,0,0.00011595822,False
2024-12-21 07:35:00,932.0,25.59372052870528,0,0.00011595128,False
2024-12-21 07:40:00,932.0,25.593960252740636,0,0.00011594163,False
2024-12-21 07:45:00,932.0,25.59419997645908,0,0.000115932686,False
2024-12-21 07:50:00,932.0,25.594439699857176,0,0.000115926145,False
2024-12-21 07:55:00,932.0,25.594679422931478,0,0.00011591669,False
2024-12-21 08:00:00,932.0,25.59491914567853,0,0.00011590866,False
2024-12-21 08:05:00,932.0,25.59515886809491,0,0.00011590092,False
2024-12-21 08:10:00,1661.3823181888522,25.59539859017715,0,3696.0051,True
2024-12-21 08:15:00,932.0,25.59563831192182,0,3694.617,True
2024-12-21 08:20:00,932.0,25.595878033325477,0,3694.5286,True
2024-12-21 08:25:00,932.0,25.59611775438466,0,3694.3333,True
2024-12-21 08:30:00,932.0,25.596357475095942,0,3694.0684,True
2024-12-21 08:35:00,932.0,25.59659719545587,0,3694.5095,True
2024-12-21 08:40:00,932.0,25.596836915461,0,3694.1367,True
2024-12-21 08:45:00,932.0,25.597076635107893,0,3694.203,True
2024-12-21 08:50:00,932.0,25.597316354393097,0,3694.364,True
2024-12-21 08:55:00,932.0,25.59755607331317,0,3694.4873,True
2024-12-21 09:00:00,932.0,25.59779579186468,0,3694.5107,True
2024-12-21 09:05:00,932.0,25.59803551004416,0,3694.4883,True
2024-12-21 09:10:00,932.0,25.598275227848177,0,3694.46,True
2024-12-21 09:15:00,932.0,25.59851494527329,0,3694.4385,True
2024-12-21 09:20:00,932.0,25.59875466231605,0,3694.4236,True
2024-12-21 09:25:00,932.0,25.59899437897301,0,3694.4138,True
2024-12-21 09:30:00,932.0,25.59923409524074,0,3694.407,True
2024-12-21 09:35:00,932.0,25.59947381111577,0,3694.402,True
2024-12-21 09:40:00,932.0,25.599713526594684,0,3694.3982,True
2024-12-21 09:45:00,932.0,25.59995324167402,0,3694.3948,True
2024-12-21 09:50:00,932.0,25.600192956350337,0,3694.3918,True
2024-12-21 09:55:00,932.0,25.60043267062019,0,3694.389,True
